qid,question,modality,gt,pred_original,pred_blank,flip_blank,pred_white,flip_white,pred_noise,flip_noise,pred_gray,flip_gray
300,in what plane is this ct scan captured?,CT,axial,The ct scan is captured in the,The ct scan is captured in the,0,The ct scan is captured in the,0,The ct scan is captured in the,0,The ct scan is captured in the,0
301,what is most alarming about this ct scan?,CT,primary sclerosing cholangitis,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
302,what organ system is shown in this mri?,MRI,skull and contents,"The MRI image shows the brain,","The MRI image shows the brain,",0,"The MRI image shows the brain,",0,The organ system shown in this MRI,1,"The MRI image shows the brain,",0
303,what organ is this image of?,unknown,skull and contents,"The image is of the brain, specifically",The image is of the liver.,1,The image is of the liver.,1,The image is of the liver.,1,The image is of the liver.,1
304,is this a t2 weighted image?,unknown,no,"Yes, the image is a T2","Yes, the image is a T2",0,"Yes, the image is a T2",0,"Yes, the image is a T2",0,"Yes, the image is a T2",0
305,what is the plane of this mri?,MRI,coronal,The plane of this MRI is the,The plane of this MRI is the,0,The plane of this MRI is the,0,The plane of this MRI is the,0,The plane of this MRI is the,0
306,what part of the body is being imaged?,unknown,gastrointestinal,The image is an axial CT scan,The image is of the left knee.,1,The image is focused on the right knee,1,The image is focused on the right knee,1,The image is an MRI of the,1
307,is the ct scan normal?,CT,no,"Yes, the ct scan appears to","Yes, the ct scan appears to",0,"Yes, the ct scan appears to",0,"Yes, the ct scan appears to",0,"Yes, the ct scan appears to",0
308,is this a noncontrast mri?,MRI,yes,"Yes, the image is a noncontr","Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0
309,was the ct scan taken with contrast?,CT,no,"Yes, the ct scan was taken","Yes, the ct scan was taken",0,"Yes, the ct scan was taken",0,"Yes, the ct scan was taken",0,"Yes, the ct scan was taken",0
310,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,The image was taken using magnetic resonance,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0
311,what organ system is imaged?,unknown,"face, sinuses, and neck",The organ system imaged in this computed,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this image,1,The organ system imaged in the image,1
312,which plane is this image taken?,unknown,sagittal,This image is taken in the sagitt,This image is taken in the coronal,1,This image is taken in the coronal,1,This image is taken in the coronal,1,This image is taken in the coronal,1
313,what is the primary abnormality in this image?,unknown,vertebral artery dissection,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
314,what organ system is displayed in this ct scan?,CT,spine and contents,"The ct scan displays the spine,",The ct scan displays the abdom,1,The ct scan displays the abdom,1,The ct scan displays the abdom,1,The ct scan displays the abdom,1
315,what modality was used to take this image?,unknown,ugi - upper gi,The image was taken using a fluor,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1
316,what is the primary abnormality in this image?,unknown,meningioma,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
317,which organ system is shown in the ct scan?,CT,genitourinary,The ct scan shows the abdom,The ct scan shows the abdom,0,The ct scan shows the abdom,0,The ct scan shows the abdom,0,The ct scan shows the abdom,0
318,is this a normal ct scan?,CT,no,It appears that the ct scan is,It appears that the ct scan is,0,It appears that the ct scan is,0,It appears that the ct scan is,0,It appears that the ct scan is,0
319,what is most alarming about this ct scan?,CT,left aortic arch with aberrant right subclavian artery,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
320,what type of image modality is seen?,unknown,xr - plain film,The image modality seen is a plain,The image modality seen is a CT,1,The image modality seen is a CT,1,The image modality seen is a CT,1,The image modality seen is a CT,1
321,what is the primary abnormality in this image?,unknown,esoghageal spasm#diverticulum,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
322,what abnormality is seen in the image?,unknown,microcystic (serous) adenoma of the pancreas,The image shows a large abdominal,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
323,what is the organ system in this image?,unknown,"heart and great vessels#lung, mediastinum, pleura#spine and contents",The organ system in this image is the,The organ system in this image is the,0,The organ system in this image is the,0,The organ system in this image is the,0,The organ system in this image is the,0
324,which organ system is shown in the mri?,MRI,skull and contents,"The MRI image shows the brain,","The MRI image shows the brain,",0,"The MRI image shows the brain,",0,"The MRI image shows the brain,",0,"The MRI image shows the brain,",0
325,"is this a t1 weighted, t2 weighted, or flair image?",unknown,t2,The image is a T2-weight,The image is a T2-weight,0,The image is a T2-weight,0,The image is a T2-weight,0,The image is a T2-weight,0
326,what organ system is primarily present in this image?,unknown,skull and contents,The primary organ system present in this image,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0
327,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,The image was taken using magnetic resonance,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0
328,what abnormality is seen in the image?,unknown,gliosarcoma,The image shows a left frontal l,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
329,what is abnormal in the ct scan?,CT,pancreatic adenocarcinoma,The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
330,what plane was used in this mri?,MRI,axial,The coronal plane was used in this,The mri was performed in the cor,1,The mri was performed in the cor,1,The coronal plane was used in this,0,The coronal plane was used in this,0
331,what is abnormal in the mri?,MRI,low grade diffuse astrocytoma,The MRI image shows an abnormal,The MRI image shows abnormal signal,1,The MRI image shows abnormal signal,1,The mri image shows abnormal signal,1,The MRI image shows abnormal signal,1
332,was gi contrast given to the patient?,unknown,no,"Yes, the patient received intravenous","Yes, the patient received intravenous",0,"Yes, the patient received intravenous",0,"Yes, the patient was given a g",1,"Yes, the patient received intravenous",0
333,in what plane is this image oriented?,unknown,coronal,This image is oriented in the cor,The image is oriented in the cor,1,The image is oriented in the cor,1,This image is oriented in the cor,0,The image is oriented in the cor,1
334,what imaging modality was used to take this image?,unknown,ct noncontrast,The image was taken using computed tomography,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1
335,what part of the body does this mri show?,MRI,skull and contents,The mri image shows a part of,The mri image shows the right knee,1,The mri image shows the right knee,1,The mri image shows the right knee,1,The mri image shows the right knee,1
336,in which plane is the mri displayed?,MRI,sagittal,The MRI is displayed in the sag,The mri is displayed in the cor,1,The mri is displayed in the cor,1,The mri is displayed in the cor,1,The mri is displayed in the cor,1
337,was iv contrast given to the patient?,unknown,yes,"Yes, the patient received intravenous","No, the patient did not receive intr",1,"Yes, the patient received intravenous",0,"No, the patient did not receive intr",1,"Yes, the patient received intravenous",0
338,what abnormality is seen in the image?,unknown,spontaneous pneumomediastinum,The image shows a right-sided,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
339,what is most alarming about this ct scan?,CT,vertebral artery dissection with cerebellar infarction,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
340,in which plane is the mri displayed?,MRI,axial,The mri is displayed in the cor,The mri is displayed in the cor,0,The mri is displayed in the cor,0,The mri is displayed in the cor,0,The mri is displayed in the cor,0
341,what organ system is evaluated primarily?,unknown,skull and contents,The organ system evaluated primarily in the M,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the image,1,The organ system evaluated primarily in the context,1
342,what is most alarming about this ct scan?,CT,bladder cancer,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
343,in what plane is this mammograph?,unknown,mammo - mlo,This mammograph is in the coronal,This mammograph is in the coronal,0,The mammograph is in the coronal,1,This mammograph is in the coronal,0,This mammograph is in the coronal,0
344,was iv contrast given to the patient?,unknown,yes,"Yes, the patient received intravenous","No, the patient did not receive intr",1,"Yes, the patient received intravenous",0,"No, the patient did not receive intr",1,"Yes, the patient received intravenous",0
345,does this image look normal?,unknown,yes,It's difficult to determine if the,"Yes, the image appears to be normal",1,"Yes, the image appears to be normal",1,It's difficult to determine if the,0,"Yes, the image appears to be normal",1
346,what is the primary abnormality in this image?,unknown,mycotic aneurysm,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
347,what imaging modality is used?,unknown,an - angiogram,The imaging modality used in this,The imaging modality used in this,0,The imaging modality used in this,0,The imaging modality used in this,0,The imaging modality used in this,0
348,in what plane is this image taken?,unknown,axial,This image is taken in the coronal,The image is taken in the coronal,1,The image is taken in the coronal,1,This image is taken in the coronal,0,The image is taken in the coronal,1
349,what organ system is primarily present in this image?,unknown,skull and contents,The primary organ system present in this image,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0
350,what organ system is shown in the image?,unknown,"face, sinuses, and neck",The image shows the parotid g,The image shows the cardiovascular system,1,The image shows the cardiovascular system,1,"The image shows the liver, which is",1,The image shows the respiratory system,1
351,what is abnormal in the ct scan?,CT,traumatic aortic injury,The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
352,what plane is seen?,unknown,lateral,"The image is a lateral plane,","The image shows a coronal plane,",1,"The image shows a coronal plane,",1,"The image shows a coronal plane,",1,"The image is a coronal plane,",1
353,what plane is this?,unknown,lateral,This is a sagittal plane image,"This is a coronal plane, which",1,"This is a coronal plane, which",1,"This is a coronal plane, which",1,This is a coronal plane image.,1
354,what organ system is imaged?,unknown,skull and contents,The organ system imaged in this M,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this image,1,The organ system imaged in the image,1
355,in what plane is this ultrasound taken?,Ultrasound,transverse,The ultrasound is taken in the,The ultrasound is taken in the,0,The ultrasound is taken in the,0,The ultrasound is taken in the,0,The ultrasound is taken in the,0
356,what organ system is primarily present in this image?,unknown,gastrointestinal,The primary organ system present in this image,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0
357,which organ system is imaged?,unknown,gastrointestinal,The organ system imaged in the image,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in the image,0
358,is this a noncontrast ct?,unknown,no,"Yes, the image is a noncontr","Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0
359,is this a ct scan?,CT,yes,"Yes, the image is a computed tom","Yes, the image is a CT (",1,"Yes, the image is a computed tom",0,"Yes, the image is a CT (",1,"Yes, the image is a computed tom",0
360,what organ system is imaged?,unknown,skull and contents,The organ system imaged in this M,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this image,1,The organ system imaged in the image,1
361,what plane is the image acquired in?,unknown,axial,The image is acquired in the coronal,The image is acquired in the coronal,0,The image is acquired in the coronal,0,The image is acquired in the coronal,0,The image is acquired in the coronal,0
362,what organ system is primarily present in this image?,unknown,skull and contents,The primary organ system present in this image,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0
363,what is most alarming about this ct scan?,CT,right aortic arch,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
364,what is the plane?,unknown,3d reconstruction,The plane in the image is the sag,The plane in the image is the cor,1,The plane in the image is the cor,1,The plane in the image is the cor,1,The plane in the image is the cor,1
365,which organ system is shown in the mri?,MRI,skull and contents,"The MRI image shows the brain,","The MRI image shows the brain,",0,"The MRI image shows the brain,",0,"The MRI image shows the brain,",0,"The MRI image shows the brain,",0
366,what is most alarming about this ct scan?,CT,sarcoidosis,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
367,what organ system is being imaged?,unknown,"lung, mediastinum, pleura",The organ system being imaged is the,The organ system being imaged is the,0,The organ system being imaged is the,0,The organ system being imaged is the,0,The organ system being imaged is the,0
368,what is the primary abnormality in this image?,unknown,enchondroma,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
369,was the ct scan taken with contrast?,CT,yes,"Yes, the CT scan was taken with","Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1
370,what type of imaging modality is seen in this image?,unknown,sbft - small bowel,The image is a sagittal computed,The image is a computed tomography (,1,The image is a computed tomography (,1,The image is a CT (computed,1,The image is a computed tomography (,1
371,is this a contrast or noncontrast ct?,unknown,contrast,This is a noncontrast computed tom,The image is a noncontrast computed,1,The image is a noncontrast computed,1,This is a noncontrast computed tom,0,The image is a noncontrast computed,1
372,what organ systems can be evaluated with this x-ray?,X-ray,musculoskeletal,The x-ray of the right hand,The chest x-ray can be used,1,The chest x-ray can be used,1,The chest x-ray can be used,1,The chest x-ray can be used,1
373,was the ct scan taken with contrast?,CT,no,"No, the ct scan was taken","Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1
374,what type of imaging modality is shown?,unknown,ct w/contrast (iv),The image is a computed tomography (,The image is a computed tomography (,0,The image is a computed tomography (,0,The image is a CT (computed,1,The image is a computed tomography (,0
375,what is the plane?,unknown,transverse,The plane in the image is the trans,The plane in the image is the cor,1,The plane in the image is the cor,1,The plane in the image is the cor,1,The plane in the image is the cor,1
376,what is abnormal in the ct scan?,CT,sialolithiasis resulting in sialoadenitis,The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
377,which organ is captured by this mri?,MRI,skull and contents,The MRI image captures the brain,The MRI image captures the liver,1,The MRI image captures the liver,1,The organ captured by this MRI is,1,The MRI image captures the liver,1
378,what is abnormal in the ct scan?,CT,acute appendicitis,The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
379,what type of imaging is this?,unknown,xr - plain film,This is a chest X-ray image,This is a computed tomography (CT,1,This is a computed tomography (CT,1,This is a computed tomography (CT,1,This is a computed tomography (CT,1
380,is this a t2 weighted image?,unknown,no,"Yes, the image is a T2","Yes, the image is a T2",0,"Yes, the image is a T2",0,"Yes, the image is a T2",0,"Yes, the image is a T2",0
381,what type of imaging modality is used to acquire the image?,unknown,ugi - upper gi,The image is acquired using a chest X,The image is acquired using magnetic resonance,1,The image is acquired using magnetic resonance,1,The image is acquired using a computed tom,1,The image is acquired using magnetic resonance,1
382,what type of imaging modality is shown?,unknown,xr - plain film,"The image is a plain radiograph,",The image is a computed tomography (,1,The image is a computed tomography (,1,The image is a CT (computed,1,The image is a computed tomography (,1
383,in what plane was this image taken?,unknown,axial,The image was taken in the coronal,The image was taken in the coronal,0,The image was taken in the coronal,0,The image was taken in the coronal,0,The image was taken in the coronal,0
384,what type of imaging modality is shown?,unknown,xr - plain film,The image is a chest X-ray,The image is a computed tomography (,1,The image is a computed tomography (,1,The image is a CT (computed,1,The image is a computed tomography (,1
385,what is the organ system in this image?,unknown,skull and contents,The organ system in this image is the,The organ system in this image is the,0,The organ system in this image is the,0,The organ system in this image is the,0,The organ system in this image is the,0
386,in what plane is this image taken?,unknown,axial,This image is taken in the coronal,The image is taken in the coronal,1,The image is taken in the coronal,1,This image is taken in the coronal,0,The image is taken in the coronal,1
387,what is the primary abnormality in this image?,unknown,pancreatic ductal adenocarcinoma,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
388,what organ system is shown in the image?,unknown,skull and contents,"The image shows the brain, which is",The image shows the cardiovascular system,1,The image shows the cardiovascular system,1,"The image shows the liver, which is",1,The image shows the respiratory system,1
389,what is abnormal in the mri?,MRI,apical hypertrophic cardiomyopathy,The MRI image shows an abnormal,The MRI image shows abnormal signal,1,The MRI image shows abnormal signal,1,The mri image shows abnormal signal,1,The MRI image shows abnormal signal,1
390,what plane was used in this ct scan?,CT,3d reconstruction,The ct scan was performed in the,The ct scan was performed in the,0,The ct scan was performed in the,0,The ct scan was performed in the,0,The ct scan was performed in the,0
391,in what plane is this image taken?,unknown,axial,This image is taken in the coronal,The image is taken in the coronal,1,The image is taken in the coronal,1,This image is taken in the coronal,0,The image is taken in the coronal,1
392,what organ is this mri showing?,MRI,skull and contents,The mri image is showing the brain,The mri image is showing the liver,1,The mri image is showing the liver,1,The mri image is showing the liver,1,The mri image is showing the liver,1
393,what is most alarming about this ultrasound?,Ultrasound,aml (angiomyolipoma),The most alarming aspect of this ul,The most alarming aspect of this ul,0,The most alarming aspect of this ul,0,The most alarming aspect of this ul,0,The most alarming aspect of this ul,0
394,what is most alarming about this ct scan?,CT,bronchopleural fistula,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
395,what is most alarming about this ct scan?,CT,subdural empyema secondary to sinusitis in an adolescent,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
396,what organ system is shown in the image?,unknown,gastrointestinal,"The image shows the abdomen,",The image shows the cardiovascular system,1,The image shows the cardiovascular system,1,"The image shows the liver, which is",1,The image shows the respiratory system,1
397,what is the primary abnormality in this image?,unknown,irregular bone edema,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
398,what is most alarming about this ct scan?,CT,anomalous left coronary artery (arising form the pulmonary artery alcapa),The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
399,what imaging modality was used to take this image?,unknown,mr - t2 weighted,The image was taken using magnetic resonance,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0
400,what is most alarming about this mri?,MRI,orbital sarcoidosis,The most alarming aspect of this M,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0
401,in what plane is this image oriented?,unknown,oblique,The image is oriented in the cor,The image is oriented in the cor,0,The image is oriented in the cor,0,This image is oriented in the cor,1,The image is oriented in the cor,0
402,what is abnormal in the gastrointestinal image?,unknown,superior mesenteric artery syndrome,The gastrointestinal image shows,The gastrointestinal image shows,0,The gastrointestinal image shows,0,The gastrointestinal image shows,0,The gastrointestinal image shows,0
403,what is the plane of this x-ray?,X-ray,lateral,The plane of this x-ray is,The plane of this x-ray is,0,The plane of this x-ray is,0,The plane of this x-ray is,0,The plane of this x-ray is,0
404,what type of imaging modality is seen in this image?,unknown,xr - plain film,The image is a chest X-ray,The image is a computed tomography (,1,The image is a computed tomography (,1,The image is a CT (computed,1,The image is a computed tomography (,1
405,what organ system is displayed in this ct scan?,CT,skull and contents,"The ct scan displays the brain,",The ct scan displays the abdom,1,The ct scan displays the abdom,1,The ct scan displays the abdom,1,The ct scan displays the abdom,1
406,which organ system is shown in the mri?,MRI,spine and contents,The MRI image shows the lumbar,"The MRI image shows the brain,",1,"The MRI image shows the brain,",1,"The MRI image shows the brain,",1,"The MRI image shows the brain,",1
407,what plane is this?,unknown,3d reconstruction,This is a sagittal plane image,"This is a coronal plane, which",1,"This is a coronal plane, which",1,This is a coronal plane image.,1,This is a coronal plane image.,1
408,was gi contrast given to the patient?,unknown,no,"Yes, the patient received intravenous","Yes, the patient received intravenous",0,"Yes, the patient received intravenous",0,"Yes, the patient was given a contrast",1,"Yes, the patient received intravenous",0
409,was the ct scan taken with contrast?,CT,no,"No, the ct scan was taken","Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1
410,what is the plane of the x-ray?,X-ray,pa,The plane of the x-ray is,The plane of the x-ray is,0,The plane of the x-ray is,0,The plane of the x-ray is,0,The plane of the x-ray is,0
411,which organ system is imaged?,unknown,gastrointestinal,The organ system imaged in the chest,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this image,1,The organ system imaged in the image,1
412,what is the primary abnormality in this image?,unknown,hodgkin's lymphoma,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
413,how was this image taken?,unknown,xr - plain film,This image was taken using a cone-,This image was taken using a mobile device,1,The image was taken using a mobile device,1,This image was taken using a computed tom,1,This image was taken using a mobile device,1
414,what is abnormal in the ct scan?,CT,(angioinvasive aspergillosis with) septic cerebral emboli,The ct scan shows abnormalities,The ct scan shows abnormalities,0,The ct scan shows abnormalities,0,The ct scan shows abnormalities,0,The ct scan shows abnormalities,0
415,is 	this a t1 weighted image?,unknown,yes,"Yes, the image is a T1","Yes, the image is a T1",0,"Yes, the image is a T1",0,"Yes, the image is a T1",0,"Yes, the image is a T1",0
416,what is the mr weighting in this image?,unknown,t1,The mr weighting in this image,The mr weighting in this image,0,The mr weighting in this image,0,The mr weighting in this image,0,The mr weighting in this image,0
417,what part of the body is being imaged here?,unknown,skull and contents,The image is an MRI of the,The image is an MRI of the,0,The image is an MRI of the,0,The image is focused on the right knee,1,The image is an MRI of the,0
418,what imaging modality was used to take this image?,unknown,ct (with gi and iv contrast),A computed tomography (CT) scan,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1
419,is 	this a t1 weighted image?,unknown,yes,"Yes, the image is a T1","Yes, the image is a T1",0,"Yes, the image is a T1",0,"Yes, the image is a T1",0,"Yes, the image is a T1",0
420,what organ is this image of?,unknown,skull and contents,"The image is of the brain, specifically",The image is of the liver.,1,The image is of the liver.,1,The image is of the liver.,1,The image is of the liver.,1
421,in what plane is this angiogram taken?,Angiography,axial,The angiogram is taken in the,The angiogram is taken in the,0,The angiogram is taken in the,0,The angiogram is taken in the,0,The angiogram is taken in the,0
422,what is the primary abnormality in this image?,unknown,posterior sternoclavicular dislocation,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
423,is this an mri image?,MRI,yes,"Yes, the image is an MRI","Yes, it appears to be an M",1,"Yes, it appears to be an M",1,"Yes, the image is an MRI",0,"Yes, the image is an MRI",0
424,what plane is the image acquired in?,unknown,transverse,The image is acquired in the transverse,The image is acquired in the coronal,1,The image is acquired in the coronal,1,The image is acquired in the coronal,1,The image is acquired in the coronal,1
425,what is abnormal in the mri?,MRI,lipoma arborescens,The MRI image shows an abnormal,The MRI image shows abnormal signal,1,The MRI image shows abnormal signal,1,The mri image shows abnormal signal,1,The MRI image shows abnormal signal,1
426,which organ is captured by this mri?,MRI,"face, sinuses, and neck",The MRI image captures the or,The MRI image captures the liver,1,The MRI image captures the liver,1,The organ captured by this MRI is,1,The MRI image captures the liver,1
427,what organ is this image of?,unknown,skull and contents,"The image is of the brain, specifically",The image is of the liver.,1,The image is of the liver.,1,The image is of the liver.,1,The image is of the liver.,1
428,what modality is shown?,unknown,cta - ct angiography,The image is a computed tomography (,The image shows a CT (computed,1,The image shows a CT (computed,1,The image is a CT (computed,1,The image shows a CT (computed,1
429,what organ system is being imaged?,unknown,skull and contents,The organ system being imaged is the,The organ system being imaged is the,0,The organ system being imaged is the,0,The organ system being imaged is the,0,The organ system being imaged is the,0
430,what organ system is evaluated primarily?,unknown,musculoskeletal,The primary organ system evaluated in the image,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the image,1,The organ system evaluated primarily in the context,1
431,what abnormality is seen in the image?,unknown,medulloblastoma,The image shows a Chiari I mal,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
432,what is abnormal in the x-ray?,X-ray,rheumatoid arthritis,The x-ray shows an abnormal,The x-ray shows an abnormal,0,The x-ray shows an abnormal,0,The x-ray shows an abnormal,0,The x-ray shows an abnormal,0
433,what organ system is evaluated primarily?,unknown,"lung, mediastinum, pleura",The primary organ system evaluated in the chest,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the image,1,The organ system evaluated primarily in the context,1
434,what plane is the image acquired in?,unknown,axial,The image is acquired in the coronal,The image is acquired in the coronal,0,The image is acquired in the coronal,0,The image is acquired in the coronal,0,The image is acquired in the coronal,0
435,what is the primary abnormality in this image?,unknown,multiple osteochondromatosis,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
436,what organ system is shown in the image?,unknown,"lung, mediastinum, pleura",The image shows the thoracic,The image shows the cardiovascular system,1,The image shows the cardiovascular system,1,The image shows the thoracic,0,The image shows the respiratory system,1
437,what type of imaging does this represent?,unknown,cta - ct angiography,This is a computed tomography (CT,This is a computed tomography (CT,0,This is a computed tomography (CT,0,This represents a CT (computed tom,1,This is a computed tomography (CT,0
438,what type of contrast did this patient have?,unknown,gi and iv,The patient had a CT scan with intr,The patient had a gadolinium,1,The patient had a contrast-enhanced,1,The patient had a contrast-enhanced,1,The patient had a gadolinium,1
439,what organ system is displayed in this mri?,MRI,skull and contents,"The MRI image displays the brain,",The MRI image displays the muscul,1,The MRI image displays the muscul,1,The organ system displayed in this MRI,1,The MRI image displays the muscul,1
440,what is the primary abnormality in this image?,unknown,glioblastoma multiforme,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
441,is this a contrast or noncontrast ct?,unknown,contrast,This is a noncontrast computed tom,The image is a noncontrast computed,1,The image is a noncontrast computed,1,This is a noncontrast computed tom,0,The image is a noncontrast computed,1
442,in what plane was this image taken?,unknown,axial,The image was taken in the coronal,The image was taken in the coronal,0,The image was taken in the coronal,0,The image was taken in the coronal,0,The image was taken in the coronal,0
443,what organ system is imaged?,unknown,"face, sinuses, and neck#skull and contents",The organ system imaged in this M,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this image,1,The organ system imaged in the image,1
444,what abnormality is seen in the image?,unknown,medullary nephrocalcinosis,The image shows a left renal c,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
445,in what plane was this image taken?,unknown,axial,The image was taken in the coronal,The image was taken in the coronal,0,The image was taken in the coronal,0,The image was taken in the coronal,0,The image was taken in the coronal,0
446,what is the primary abnormality in this image?,unknown,chondrosarcoma,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
447,what organ system is evaluated primarily?,unknown,genitourinary,The primary organ system evaluated in the image,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the image,1,The organ system evaluated primarily in the context,1
