qid,question,modality,gt,pred_original,pred_blank,flip_blank,pred_white,flip_white,pred_noise,flip_noise,pred_gray,flip_gray
260,what is the primary abnormality in this image?,unknown,an abnormal diffuse reticulonodular interstitial pattern suggestive of lymphangitic carcinomatosis,normal,an abnormal diffuse reticulonodular interstitial pattern suggestive of lymphangitic carcinomatosis,1,an abnormal diffuse reticulonodular interstitial pattern suggestive of lymphangitic carcinomatosis,1,normal,0,normal,0
261,what abnormality is seen in the image?,unknown,intraosseous lipoma,intraosseous lipoma,cannot determine,1,abnormal,1,yes,1,yes,1
262,what abnormality is seen in the image?,unknown,carotid artery dissection,carotid artery dissection,cannot determine,1,abnormal,1,yes,1,yes,1
263,what is most alarming about this mri?,MRI,low signal in marrow of proximal phalynx and cortical defect in dorsal proximal 1/3.,low signal in marrow of proximal phalynx and cortical defect in dorsal proximal 1/3.,low signal in marrow of proximal phalynx and cortical defect in dorsal proximal 1/3.,0,no,1,normal,1,low signal in marrow of proximal phalynx and cortical defect in dorsal proximal 1/3.,0
264,what is most alarming about this gastrointestinal image?,unknown,a small bowel follow through shows multiple dilated contrast filled loops of small bowel. Contrast is also seen in the transverse and descending colon.,a small bowel follow through shows multiple dilated contrast filled loops of small bowel. Contrast is also seen in the transverse and descending colon.,no,1,normal,1,normal,1,cannot determine,1
265,what abnormality is seen in the image?,unknown,azygous lobe,azygous lobe,cannot determine,1,abnormal,1,normal,1,yes,1
266,what is the primary abnormality in this image?,unknown,rheumatoid arthritis,normal,rheumatoid arthritis,1,abnormal,1,normal,0,normal,0
267,what is the primary abnormality in this image?,unknown,pneumomediastinum,normal,pneumomediastinum,1,pneumomediastinum,1,normal,0,normal,0
268,what is abnormal in the ct scan?,CT,crossed fused ectopia,abnormal,crossed fused ectopia,1,crossed fused ectopia,1,yes,1,crossed fused ectopia,1
269,what is most alarming about this ct scan?,CT,Ovary with multiple peripheral follicles,Ovary with multiple peripheral follicles,Ovary with multiple peripheral follicles,0,Ovary with multiple peripheral follicles,0,normal,1,yes,1
270,what is abnormal in the ct scan?,CT,Large hemiazygous vein crossing over the aorta toward the midline,Large hemiazygous vein crossing over the aorta toward the midline,no,1,no,1,yes,1,Large hemiazygous vein crossing over the aorta toward the midline,0
271,what abnormality is seen in the image?,unknown,carotid artery dissection,carotid artery dissection,cannot determine,1,abnormal,1,normal,1,yes,1
272,what is most alarming about this x-ray?,X-ray,aortic dissection,normal,cannot determine,1,normal,0,normal,0,normal,0
273,what is the primary abnormality in this image?,unknown,angiomyolipoma,angiomyolipoma,angiomyolipoma,0,angiomyolipoma,0,normal,1,normal,1
274,what is the primary abnormality in this image?,unknown,avascular necrosis,avascular necrosis,cannot determine,1,abnormal,1,normal,1,normal,1
275,what abnormality is seen in the image?,unknown,autosomal dominant polycystic kidney disease with multiple cysts in the liver,autosomal dominant polycystic kidney disease with multiple cysts in the liver,autosomal dominant polycystic kidney disease with multiple cysts in the liver,0,autosomal dominant polycystic kidney disease with multiple cysts in the liver,0,yes,1,autosomal dominant polycystic kidney disease with multiple cysts in the liver,0
276,what abnormality is seen in the image?,unknown,central endplate depressions of L2 and L3,central endplate depressions of L2 and L3,central endplate depressions of L2 and L3,0,central endplate depressions of L2 and L3,0,yes,1,yes,1
277,what abnormality is seen in the image?,unknown,enlarged subarachnoid space,enlarged subarachnoid space,cannot determine,1,abnormal,1,yes,1,yes,1
278,what is the primary abnormality in this image?,unknown,multiple hereditary exostosis,multiple hereditary exostosis,cannot determine,1,abnormal,1,normal,1,normal,1
279,what is the primary abnormality in this image?,unknown,Abnormal contour to the superior mediastinum at the right paratracheal region. The trachea is abnormally shifted to the left. Suggestive of Right aortic arch with aberrant left subclavian artery,normal,Abnormal contour to the superior mediastinum at the right paratracheal region. The trachea is abnormally shifted to the left. Suggestive of Right aortic arch with aberrant left subclavian artery,1,Abnormal contour to the superior mediastinum at the right paratracheal region. The trachea is abnormally shifted to the left. Suggestive of Right aortic arch with aberrant left subclavian artery,1,normal,0,normal,0
280,what is abnormal in the ct scan?,CT,filling defects within the venous structures of the right lower extremity consistent with deep venous thrombosis (DVT),filling defects within the venous structures of the right lower extremity consistent with deep venous thrombosis (DVT),filling defects within the venous structures of the right lower extremity consistent with deep venous thrombosis (DVT),0,no,1,yes,1,filling defects within the venous structures of the right lower extremity consistent with deep venous thrombosis (DVT),0
281,what is most alarming about this x-ray?,X-ray,pulmonary arteriovenous malformation,normal,pulmonary arteriovenous malformation,1,pulmonary arteriovenous malformation,1,normal,0,normal,0
282,what is abnormal in the mammograph?,unknown,"Abnormal distribution of glandular tissue, with somewhat of a swirling pattern suggestive of fat necrosis",normal,"Abnormal distribution of glandular tissue, with somewhat of a swirling pattern suggestive of fat necrosis",1,"Abnormal distribution of glandular tissue, with somewhat of a swirling pattern suggestive of fat necrosis",1,yes,1,cannot determine,1
283,what abnormality is seen in the image?,unknown,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,0,abnormal,1,yes,1,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,0
284,what is abnormal in the angiogram?,Angiography,takayasu arteritis; subclavian artery stenosis.,takayasu arteritis; subclavian artery stenosis.,takayasu arteritis; subclavian artery stenosis.,0,no,1,yes,1,yes,1
285,what is the primary abnormality in this image?,unknown,abnormal thickening of the jejunum with aneurismal dilitation and significant mesenteric adenopathy suggestive of small bowel lymphoma,abnormal thickening of the jejunum with aneurismal dilitation and significant mesenteric adenopathy suggestive of small bowel lymphoma,abnormal thickening of the jejunum with aneurismal dilitation and significant mesenteric adenopathy suggestive of small bowel lymphoma,0,abnormal thickening of the jejunum with aneurismal dilitation and significant mesenteric adenopathy suggestive of small bowel lymphoma,0,normal,1,normal,1
286,what is abnormal in the ct scan?,CT,right c6 radiculopathy and ankylosing spondylitis,right c6 radiculopathy and ankylosing spondylitis,right c6 radiculopathy and ankylosing spondylitis,0,no,1,yes,1,right c6 radiculopathy and ankylosing spondylitis,0
287,what is most alarming about this x-ray?,X-ray,pneumoperitoneum,pneumoperitoneum,cannot determine,1,normal,1,normal,1,normal,1
288,what is most alarming about this mri?,MRI,synovial cyst,synovial cyst,synovial cyst,0,synovial cyst,0,normal,1,abnormal,1
289,what is most alarming about this x-ray?,X-ray,"distention of the esophagus, which is filled with food debris and deviates the trachea anteriorly; suggestive of achalasia","distention of the esophagus, which is filled with food debris and deviates the trachea anteriorly; suggestive of achalasia","distention of the esophagus, which is filled with food debris and deviates the trachea anteriorly; suggestive of achalasia",0,normal,1,normal,1,normal,1
290,what is abnormal in the angiogram?,Angiography,"aneurysm, cerebral",normal,no,1,no,1,yes,1,yes,1
291,what is most alarming about this x-ray?,X-ray,Fraying of metaphysis,Fraying of metaphysis,Fraying of metaphysis,0,Fraying of metaphysis,0,normal,1,Fraying of metaphysis,0
292,what is abnormal in the x-ray?,X-ray,hilar adenopathy,hilar adenopathy,cannot determine,1,no,1,yes,1,cannot determine,1
293,what is abnormal in the ct scan?,CT,Hypertrophic lt kidney with signs of dilution of renal collection systems. Rt Kidney absent,no,Hypertrophic lt kidney with signs of dilution of renal collection systems. Rt Kidney absent,1,no,0,yes,1,yes,1
294,what is the primary abnormality in this image?,unknown,homogeneous density of thickened bowel wall with intestinal lumen surrounded by edematous mucosa suggestive of crohn's disease,homogeneous density of thickened bowel wall with intestinal lumen surrounded by edematous mucosa suggestive of crohn's disease,homogeneous density of thickened bowel wall with intestinal lumen surrounded by edematous mucosa suggestive of crohn's disease,0,homogeneous density of thickened bowel wall with intestinal lumen surrounded by edematous mucosa suggestive of crohn's disease,0,normal,1,normal,1
295,what is abnormal in the mri?,MRI,tethered spinal cord with terminal spinal lipoma,tethered spinal cord with terminal spinal lipoma,no,1,no,1,normal,1,tethered spinal cord with terminal spinal lipoma,0
296,what abnormality is seen in the image?,unknown,hypertrophic pyloric stenosis,normal,cannot determine,1,abnormal,1,normal,0,yes,1
297,what abnormality is seen in the image?,unknown,transverse myelitis,transverse myelitis,cannot determine,1,abnormal,1,yes,1,yes,1
298,what abnormality is seen in the image?,unknown,choledocholithiasis,choledocholithiasis,cannot determine,1,abnormal,1,normal,1,yes,1
299,what is most alarming about this x-ray?,X-ray,hyperaeration and increased lucency of the right hemithorax suggestive of foreign body aspiration,normal,hyperaeration and increased lucency of the right hemithorax suggestive of foreign body aspiration,1,normal,0,normal,0,hyperaeration and increased lucency of the right hemithorax suggestive of foreign body aspiration,1
300,what abnormality is seen in the image?,unknown,hiatal hernia,hiatal hernia,cannot determine,1,abnormal,1,normal,1,yes,1
301,what is most alarming about this mri?,MRI,Enhancing soft tissue mass lesions within the bilateral paratracheal and cervical lymph node chain suggestive of sarcoidosis,Enhancing soft tissue mass lesions within the bilateral paratracheal and cervical lymph node chain suggestive of sarcoidosis,Enhancing soft tissue mass lesions within the bilateral paratracheal and cervical lymph node chain suggestive of sarcoidosis,0,Enhancing soft tissue mass lesions within the bilateral paratracheal and cervical lymph node chain suggestive of sarcoidosis,0,normal,1,Enhancing soft tissue mass lesions within the bilateral paratracheal and cervical lymph node chain suggestive of sarcoidosis,0
302,what is abnormal in the x-ray?,X-ray,"Expansile lytic lesion centered on the proximal humeral metaphysis with subarticular extension. It is geographic, and there is no significant marginal sclerosis. No periosteal reaction. The overlying cortex is thinned, and there is a pathologic fracture of the humeral neck.","Expansile lytic lesion centered on the proximal humeral metaphysis with subarticular extension. It is geographic, and there is no significant marginal sclerosis. No periosteal reaction. The overlying cortex is thinned, and there is a pathologic fracture of the humeral neck.",cannot determine,1,"Expansile lytic lesion centered on the proximal humeral metaphysis with subarticular extension. It is geographic, and there is no significant marginal sclerosis. No periosteal reaction. The overlying cortex is thinned, and there is a pathologic fracture of the humeral neck.",0,yes,1,cannot determine,1
303,what abnormality is seen in the image?,unknown,pulmonary arteriovenous malformation (pavm),no,cannot determine,1,abnormal,1,normal,1,yes,1
304,what abnormality is seen in the image?,unknown,atrial enlargement and right ventricular enlargement Shunt vascularity consisting of increased size and number of pulmonary vessels,normal,atrial enlargement and right ventricular enlargement Shunt vascularity consisting of increased size and number of pulmonary vessels,1,abnormal,1,normal,0,yes,1
305,what abnormality is seen in the image?,unknown,myelolipoma,abnormal,myelolipoma,1,myelolipoma,1,yes,1,yes,1
306,what is the primary abnormality in this image?,unknown,lateral femoral notch sign,lateral femoral notch sign,cannot determine,1,lateral femoral notch sign,0,normal,1,normal,1
307,what is the primary abnormality in this image?,unknown,"ill-defined isodense mass in the medial-posterior left kidney, with a lobulated, irregular contour suggestive of renal oncocytoma","ill-defined isodense mass in the medial-posterior left kidney, with a lobulated, irregular contour suggestive of renal oncocytoma","ill-defined isodense mass in the medial-posterior left kidney, with a lobulated, irregular contour suggestive of renal oncocytoma",0,"ill-defined isodense mass in the medial-posterior left kidney, with a lobulated, irregular contour suggestive of renal oncocytoma",0,normal,1,"ill-defined isodense mass in the medial-posterior left kidney, with a lobulated, irregular contour suggestive of renal oncocytoma",0
308,what is most alarming about this x-ray?,X-ray,hilar adenopathy,hilar adenopathy,hilar adenopathy,0,hilar adenopathy,0,normal,1,normal,1
309,what is abnormal in the ct scan?,CT,cholelithiasis,cholelithiasis,no,1,no,1,yes,1,yes,1
310,what is seen in this x-ray?,X-ray,supra-renal inferior vena cava clot,supra-renal inferior vena cava clot,cannot determine,1,cannot determine,1,yes,1,cannot determine,1
311,what is the primary abnormality in this image?,unknown,Double aortic arch with atresia of a segment of the left arch.,Double aortic arch with atresia of a segment of the left arch.,Double aortic arch with atresia of a segment of the left arch.,0,Double aortic arch with atresia of a segment of the left arch.,0,normal,1,normal,1
312,what is the primary abnormality in this image?,unknown,Diffuse thickening of the basal meninges with intense enhancement. Edema base of frontal lobes. Pan sinusitis,Diffuse thickening of the basal meninges with intense enhancement. Edema base of frontal lobes. Pan sinusitis,Diffuse thickening of the basal meninges with intense enhancement. Edema base of frontal lobes. Pan sinusitis,0,Diffuse thickening of the basal meninges with intense enhancement. Edema base of frontal lobes. Pan sinusitis,0,normal,1,normal,1
313,what is most alarming about this ct scan?,CT,an isthmus of contiguous renal parenchyma confirming the findings of a horseshoe kidney.,an isthmus of contiguous renal parenchyma confirming the findings of a horseshoe kidney.,an isthmus of contiguous renal parenchyma confirming the findings of a horseshoe kidney.,0,an isthmus of contiguous renal parenchyma confirming the findings of a horseshoe kidney.,0,normal,1,an isthmus of contiguous renal parenchyma confirming the findings of a horseshoe kidney.,0
314,what abnormality is seen in the image?,unknown,hypertrophic pyloric stenosis,hypertrophic pyloric stenosis,cannot determine,1,abnormal,1,yes,1,yes,1
315,what is most alarming about this x-ray?,X-ray,a distended bladder from neurogenic bladder caused by Caudal Regression syndrome,a distended bladder from neurogenic bladder caused by Caudal Regression syndrome,a distended bladder from neurogenic bladder caused by Caudal Regression syndrome,0,a distended bladder from neurogenic bladder caused by Caudal Regression syndrome,0,normal,1,a distended bladder from neurogenic bladder caused by Caudal Regression syndrome,0
316,what is abnormal in the x-ray?,X-ray,bilateral hilar lymphadenopathy with right paratracheal lymphadenopathy suggestive of sarcoid.,bilateral hilar lymphadenopathy with right paratracheal lymphadenopathy suggestive of sarcoid.,bilateral hilar lymphadenopathy with right paratracheal lymphadenopathy suggestive of sarcoid.,0,no,1,yes,1,cannot determine,1
317,what is the primary abnormality in this image?,unknown,enlarged enhancing fluid filled appendix with surrounding inflammatory changes and shoddy adenopathy,enlarged enhancing fluid filled appendix with surrounding inflammatory changes and shoddy adenopathy,enlarged enhancing fluid filled appendix with surrounding inflammatory changes and shoddy adenopathy,0,enlarged enhancing fluid filled appendix with surrounding inflammatory changes and shoddy adenopathy,0,normal,1,normal,1
318,what abnormality is seen in the image?,unknown,diffuse bone marrow edema and involvement of the adjacent soft tissues suggestive of Ewing's Sarcoma,diffuse bone marrow edema and involvement of the adjacent soft tissues suggestive of Ewing's Sarcoma,diffuse bone marrow edema and involvement of the adjacent soft tissues suggestive of Ewing's Sarcoma,0,abnormal,1,normal,1,yes,1
319,what is the primary abnormality in this image?,unknown,osteoid osteoma,osteoid osteoma,cannot determine,1,abnormal,1,normal,1,normal,1
320,what is most alarming about this ct scan?,CT,chance-type fracture,chance-type fracture,chance-type fracture,0,normal,1,normal,1,yes,1
321,what is the primary abnormality in this image?,unknown,partial anomalous pulmonary venous return,no,partial anomalous pulmonary venous return,1,partial anomalous pulmonary venous return,1,normal,1,partial anomalous pulmonary venous return,1
322,what abnormality is seen in the image?,unknown,Non enhancing fatty infiltration of the omental fat suggestive of segmental omental infarct,Non enhancing fatty infiltration of the omental fat suggestive of segmental omental infarct,Non enhancing fatty infiltration of the omental fat suggestive of segmental omental infarct,0,Non enhancing fatty infiltration of the omental fat suggestive of segmental omental infarct,0,normal,1,yes,1
323,what is seen in the image?,unknown,lateral radiographs of left ankle,lateral radiographs of left ankle,lateral radiographs of left ankle,0,lateral radiographs of left ankle,0,yes,1,cannot determine,1
324,what abnormality is seen in the image?,unknown,destruction of tuft of distal phalanx great toe consistent with osteomyelitis,destruction of tuft of distal phalanx great toe consistent with osteomyelitis,destruction of tuft of distal phalanx great toe consistent with osteomyelitis,0,destruction of tuft of distal phalanx great toe consistent with osteomyelitis,0,yes,1,yes,1
325,what is the primary abnormality in this image?,unknown,ovarian torsion,ovarian torsion,ovarian torsion,0,ovarian torsion,0,normal,1,normal,1
326,what is most alarming about this x-ray?,X-ray,subtle lucency in the right femoral head. A small knee joint effusion is present.,subtle lucency in the right femoral head. A small knee joint effusion is present.,subtle lucency in the right femoral head. A small knee joint effusion is present.,0,subtle lucency in the right femoral head. A small knee joint effusion is present.,0,normal,1,normal,1
327,what is abnormal in the mri?,MRI,cervical spine demonstrates cord enhancement and expansion,cervical spine demonstrates cord enhancement and expansion,cervical spine demonstrates cord enhancement and expansion,0,no,1,normal,1,cervical spine demonstrates cord enhancement and expansion,0
328,what is abnormal in the x-ray?,X-ray,"Well defined, rounded soft tissue density at right cardiophrenic angle consistent with pericardial cyst",normal,cannot determine,1,"Well defined, rounded soft tissue density at right cardiophrenic angle consistent with pericardial cyst",1,yes,1,cannot determine,1
329,what is most alarming about this ct scan?,CT,pulmonary embolism,pulmonary embolism,abnormal,1,normal,1,normal,1,yes,1
330,what abnormality is seen in the image?,unknown,angiomyolipoma,angiomyolipoma,angiomyolipoma,0,abnormal,1,normal,1,yes,1
331,what is abnormal in the mri?,MRI,aortic coarctation,aortic coarctation,aortic coarctation,0,no,1,normal,1,yes,1
332,what is the primary abnormality in this image?,unknown,achalasia,achalasia,cannot determine,1,abnormal,1,normal,1,normal,1
333,what is most alarming about this x-ray?,X-ray,pneumothorax,pneumothorax,cannot determine,1,normal,1,normal,1,normal,1
334,what is the primary abnormality in this image?,unknown,hydronephrosis,hydronephrosis,hydronephrosis,0,abnormal,1,normal,1,normal,1
335,what is abnormal in the mri?,MRI,coarctation of the aorta,coarctation of the aorta,coarctation of the aorta,0,coarctation of the aorta,0,normal,1,coarctation of the aorta,0
336,what is abnormal in the ct scan?,CT,right neck mass extending from masticator space of base of neck. Mass has septations which enhance,right neck mass extending from masticator space of base of neck. Mass has septations which enhance,no,1,no,1,yes,1,right neck mass extending from masticator space of base of neck. Mass has septations which enhance,0
337,what is seen in the image?,unknown,"Plain film radiographs of the ankle are normal, without evidence of periosteal reaction, fracture, effusion or bone erosion.","Plain film radiographs of the ankle are normal, without evidence of periosteal reaction, fracture, effusion or bone erosion.","Plain film radiographs of the ankle are normal, without evidence of periosteal reaction, fracture, effusion or bone erosion.",0,"Plain film radiographs of the ankle are normal, without evidence of periosteal reaction, fracture, effusion or bone erosion.",0,normal,1,cannot determine,1
338,what is most alarming about this ct scan?,CT,a filling defect at the posterobasal right bladder base in the region of the right ureteral orifice suggestive of transitional cell carcinoma,a filling defect at the posterobasal right bladder base in the region of the right ureteral orifice suggestive of transitional cell carcinoma,a filling defect at the posterobasal right bladder base in the region of the right ureteral orifice suggestive of transitional cell carcinoma,0,a filling defect at the posterobasal right bladder base in the region of the right ureteral orifice suggestive of transitional cell carcinoma,0,normal,1,yes,1
339,what is abnormal in the x-ray?,X-ray,ankylosing spondylitis,no,cannot determine,1,no,0,yes,1,cannot determine,1
340,what is the primary abnormality in this image?,unknown,nephrolithiasis,nephrolithiasis,cannot determine,1,abnormal,1,normal,1,nephrolithiasis,0
341,what is the primary abnormality in this image?,unknown,enlarged subarachnoid space,normal,cannot determine,1,abnormal,1,normal,0,normal,0
342,what is most alarming about this ct scan?,CT,Multiple pulmonary artery fillings defects consistent with pulmonary embolus,Multiple pulmonary artery fillings defects consistent with pulmonary embolus,Multiple pulmonary artery fillings defects consistent with pulmonary embolus,0,Multiple pulmonary artery fillings defects consistent with pulmonary embolus,0,normal,1,Multiple pulmonary artery fillings defects consistent with pulmonary embolus,0
343,what is abnormal in the mri?,MRI,"spine, epidural abscess",normal,no,1,no,1,normal,0,yes,1
344,what is the primary abnormality in this image?,unknown,failure of posterior cervical hardware at C2 level,failure of posterior cervical hardware at C2 level,failure of posterior cervical hardware at C2 level,0,abnormal,1,normal,1,normal,1
345,what abnormality is seen in the image?,unknown,stress fracture,stress fracture,cannot determine,1,abnormal,1,normal,1,yes,1
346,what is the primary abnormality in this image?,unknown,midgut malrotation,midgut malrotation,cannot determine,1,abnormal,1,normal,1,normal,1
347,what is most alarming about this ultrasound?,Ultrasound,varicocele,normal,cannot determine,1,normal,0,normal,0,abnormal,1
348,what abnormality is seen in the image?,unknown,Enhancing lesion right parietal lobe with surrounding edema,Enhancing lesion right parietal lobe with surrounding edema,Enhancing lesion right parietal lobe with surrounding edema,0,Enhancing lesion right parietal lobe with surrounding edema,0,yes,1,Enhancing lesion right parietal lobe with surrounding edema,0
349,what is the primary abnormality in this image?,unknown,caudal regression syndrome,caudal regression syndrome,cannot determine,1,abnormal,1,normal,1,caudal regression syndrome,0
350,what is the primary abnormality in this image?,unknown,Irregular broadened middle facet of the subtalar joint with classic abnormal orientation consistent with talocalcaneal coalition,Irregular broadened middle facet of the subtalar joint with classic abnormal orientation consistent with talocalcaneal coalition,Irregular broadened middle facet of the subtalar joint with classic abnormal orientation consistent with talocalcaneal coalition,0,Irregular broadened middle facet of the subtalar joint with classic abnormal orientation consistent with talocalcaneal coalition,0,normal,1,normal,1
351,what is the primary abnormality in this image?,unknown,sarcoidosis,sarcoidosis,cannot determine,1,abnormal,1,normal,1,normal,1
352,what abnormality is seen in the image?,unknown,aneurysmal dilation of the abdominal aorta with a maximum diameter of 4.1 cm.,aneurysmal dilation of the abdominal aorta with a maximum diameter of 4.1 cm.,aneurysmal dilation of the abdominal aorta with a maximum diameter of 4.1 cm.,0,abnormal,1,normal,1,yes,1
353,what is most alarming about this mri?,MRI,lipoma arborescens,normal,lipoma arborescens,1,no,1,normal,0,abnormal,1
354,what is abnormal in the ct scan?,CT,pulmonary arteriovenous malformation,pulmonary arteriovenous malformation,no,1,pulmonary arteriovenous malformation,0,yes,1,yes,1
355,what is the primary abnormality in this image?,unknown,Midline fusion of the inferior poles of the kidneys consistent with small horseshoe kidney abnormality.,Midline fusion of the inferior poles of the kidneys consistent with small horseshoe kidney abnormality.,Midline fusion of the inferior poles of the kidneys consistent with small horseshoe kidney abnormality.,0,abnormal,1,normal,1,Midline fusion of the inferior poles of the kidneys consistent with small horseshoe kidney abnormality.,0
356,what abnormality is seen in the image?,unknown,"dural  fistula, avf","dural  fistula, avf",cannot determine,1,abnormal,1,normal,1,yes,1
357,what abnormality is seen in the image?,unknown,femoral neck stress fractures,femoral neck stress fractures,cannot determine,1,femoral neck stress fractures,0,yes,1,yes,1
358,what is abnormal in the ct scan?,CT,hepatic artery aneurysm,hepatic artery aneurysm,no,1,no,1,yes,1,yes,1
359,what is the primary abnormality in this image?,unknown,classic bosniak class iii complex renal cyst,classic bosniak class iii complex renal cyst,classic bosniak class iii complex renal cyst,0,classic bosniak class iii complex renal cyst,0,normal,1,classic bosniak class iii complex renal cyst,0
360,what is the primary abnormality in this image?,unknown,traumatic carotid-cavernous fistula,traumatic carotid-cavernous fistula,cannot determine,1,abnormal,1,normal,1,traumatic carotid-cavernous fistula,0
361,what is most alarming about this x-ray?,X-ray,occult stress fracture,occult stress fracture,occult stress fracture,0,occult stress fracture,0,normal,1,normal,1
362,what abnormality is seen in the image?,unknown,stress fracture,stress fracture,cannot determine,1,abnormal,1,normal,1,yes,1
363,what abnormality is seen in the image?,unknown,nonossifying fibroma,normal,nonossifying fibroma,1,nonossifying fibroma,1,yes,1,nonossifying fibroma,1
364,what is abnormal in the mri?,MRI,synovial cyst,normal,synovial cyst,1,synovial cyst,1,normal,0,yes,1
365,what is abnormal in the mri?,MRI,"spine, epidural abscess",normal,no,1,no,1,normal,0,yes,1
366,what is abnormal in the ultrasound?,Ultrasound,invasive lobular carcinoma,invasive lobular carcinoma,invasive lobular carcinoma,0,no,1,yes,1,yes,1
367,what is abnormal in the ct scan?,CT,right c6 radiculopathy and ankylosing spondylitis,right c6 radiculopathy and ankylosing spondylitis,right c6 radiculopathy and ankylosing spondylitis,0,no,1,yes,1,right c6 radiculopathy and ankylosing spondylitis,0
368,what is abnormal in the mri?,MRI,"spine, epidural abscess",normal,no,1,no,1,normal,0,yes,1
369,what is abnormal in the ultrasound?,Ultrasound,lipoma arborescens,normal,lipoma arborescens,1,no,1,yes,1,yes,1
370,what is the primary abnormality in this image?,unknown,enlarged subarachnoid space,enlarged subarachnoid space,cannot determine,1,abnormal,1,normal,1,normal,1
371,what is the primary abnormality in this image?,unknown,talocalcaneal coalition,talocalcaneal coalition,cannot determine,1,abnormal,1,normal,1,normal,1
372,what abnormality is seen in the image?,unknown,liver hemangioma,liver hemangioma,liver hemangioma,0,liver hemangioma,0,yes,1,liver hemangioma,0
373,what is most alarming about this ultrasound?,Ultrasound,hypertrophic pyloric stenosis,hypertrophic pyloric stenosis,cannot determine,1,normal,1,normal,1,hypertrophic pyloric stenosis,0
374,what is the primary abnormality in this image?,unknown,Mural thickening of the sigmoid colon with paracolonic fat proliferation and inflammatory change affecting the distal ileum.,Mural thickening of the sigmoid colon with paracolonic fat proliferation and inflammatory change affecting the distal ileum.,Mural thickening of the sigmoid colon with paracolonic fat proliferation and inflammatory change affecting the distal ileum.,0,Mural thickening of the sigmoid colon with paracolonic fat proliferation and inflammatory change affecting the distal ileum.,0,normal,1,normal,1
375,what is abnormal in the ct scan?,CT,pulmonary embolism,pulmonary embolism,no,1,pulmonary embolism,0,yes,1,yes,1
376,what is most alarming about this ct scan?,CT,empyema,empyema,abnormal,1,normal,1,normal,1,yes,1
377,what is abnormal in the mri?,MRI,"Heterogeneously hypointense, minimally-enhancing geographic left greater trochanteric bone lesion","Heterogeneously hypointense, minimally-enhancing geographic left greater trochanteric bone lesion","Heterogeneously hypointense, minimally-enhancing geographic left greater trochanteric bone lesion",0,no,1,normal,1,"Heterogeneously hypointense, minimally-enhancing geographic left greater trochanteric bone lesion",0
378,what is most alarming about this mri?,MRI,"spine, intradural lipoma",normal,no,1,no,1,normal,0,abnormal,1
379,what abnormality is seen in this x-ray?,X-ray,pneumonia,no,pneumonia,1,pneumonia,1,yes,1,yes,1
380,what is abnormal in the mri?,MRI,Large expansile mass lesion which is hypointense to bone marrow extending intracranially from the frontal clavarium,Large expansile mass lesion which is hypointense to bone marrow extending intracranially from the frontal clavarium,Large expansile mass lesion which is hypointense to bone marrow extending intracranially from the frontal clavarium,0,no,1,normal,1,Large expansile mass lesion which is hypointense to bone marrow extending intracranially from the frontal clavarium,0
381,what is the primary abnormality in this image?,unknown,Large central pelvic soft-tissue mass. Moderate ascities,Large central pelvic soft-tissue mass. Moderate ascities,Large central pelvic soft-tissue mass. Moderate ascities,0,Large central pelvic soft-tissue mass. Moderate ascities,0,normal,1,normal,1
382,what is the primary abnormality in this image?,unknown,"an exophytic, echogenic, complex mass arising from the upper pole of the left kidney","an exophytic, echogenic, complex mass arising from the upper pole of the left kidney","an exophytic, echogenic, complex mass arising from the upper pole of the left kidney",0,"an exophytic, echogenic, complex mass arising from the upper pole of the left kidney",0,normal,1,"an exophytic, echogenic, complex mass arising from the upper pole of the left kidney",0
383,what is abnormal in the ct scan?,CT,Dissection involving the aortic arch,Dissection involving the aortic arch,Dissection involving the aortic arch,0,no,1,yes,1,yes,1
384,what is abnormal in the mri?,MRI,choledocholithiasis,choledocholithiasis,choledocholithiasis,0,no,1,normal,1,yes,1
385,what is most alarming about this x-ray?,X-ray,Trachea shifted slightly to the left is suggestive of a right sided aortic arch.,Trachea shifted slightly to the left is suggestive of a right sided aortic arch.,Trachea shifted slightly to the left is suggestive of a right sided aortic arch.,0,Trachea shifted slightly to the left is suggestive of a right sided aortic arch.,0,normal,1,normal,1
386,what is abnormal in the x-ray?,X-ray,a nodular opacity within the soft tissues between the third and fourth metatarsals and periosteal elevation at the base of the third metatarsal suggestive of osteomyelitis,a nodular opacity within the soft tissues between the third and fourth metatarsals and periosteal elevation at the base of the third metatarsal suggestive of osteomyelitis,a nodular opacity within the soft tissues between the third and fourth metatarsals and periosteal elevation at the base of the third metatarsal suggestive of osteomyelitis,0,a nodular opacity within the soft tissues between the third and fourth metatarsals and periosteal elevation at the base of the third metatarsal suggestive of osteomyelitis,0,yes,1,cannot determine,1
387,what is most alarming about this mri?,MRI,spontaneous osteonecrosis of the knee,spontaneous osteonecrosis of the knee,no,1,no,1,normal,1,spontaneous osteonecrosis of the knee,0
388,what is most alarming about this x-ray?,X-ray,torus fracture/buckle fracture of the distal radius,torus fracture/buckle fracture of the distal radius,torus fracture/buckle fracture of the distal radius,0,torus fracture/buckle fracture of the distal radius,0,normal,1,normal,1
